about_me,active_badge,all_solved,all_total_submissions,avatar,badge_names,birthday,company,country,easy_solved,easy_total_submissions,hard_solved,hard_total_submissions,medium_solved,medium_total_submissions,ranking,real_name,reputation,school_college,skill_tags,star_rating,total_badges,username,websites
,,62,62,https://assets.leetcode.com/users/default_avatar.jpg,,,,,31,31,7,7,24,24,1900692,321Amankumar,0,,,1.5,0,321Amankumar,
